,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется физкультурный снаряд?,Шведская стенка,Финская стенка,Шотландская стенка,Немецкая стенка
1,В какой из этих пьес У. Шекспира есть персонаж по имени Офелия?,"""Гамлет""","""Макбет""","""Буря""","""Отелло"""
2,Что из перечисленного относится к женским половым гормонам?,Эстрадиол,Альдостерон,Андростерон,Дофамин
3,Какой Российский город празднует наступление Нового года раньше других?,Хабаровск,Москва,Новосибирск,Калининград
4,Для какой картины в Третьяковской галерее пришлось построить специальный зал?,Явление Христа народу,Иван Грозный и сын его Иван 16 ноября 1581 года,Богатыри,Утро в сосновом лесу
5,Что такое каррик?,Пальто,Брюки,Юбка,Шляпа
6,К какому фильму не писал музыку Эннио Морриконе?,«Большой Лебовски»,«Красная палатка»,«Профессионал»,«Бесславные ублюдки»
7,"Какого чемпиона мира по шахматам называли ""Шахматным левшой"" за нестандартность мышления?",Тигран Петросян,Анатолий Карпов,Василий Смыслов,Роберт Фишер
8,Кто был 40 президентом США?,Рональд Рейган,Джимми Картер,Билл Клинтон,Джордж Буш
9,Что из этого является четверостишием?,катрен,рондель,триолет,пантун
