,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Каким движением рычага коробки передач автомобилист обычно включает первую скорость?,Влево и вперед,Вправо и вперед,Вправо и назад,Влево и назад
1,Что воспаляется при фарингите?,Глотка,Трахея,Гортань,Носовая полость
2,Сколько полных лет прожил русский писатель и драматург А. Н. Островский?,63,56,83,75
3,К чему приводит избыток молочной кислоты в организме?,Усталость,Зуд,Мурашки,Скука
4,Кто из этих американских президентов был убит?,Линкольн,Рузвельт,Джеферсон,Вашингтон
5,Где находится город Шаффхаузен?,Швейцарии,Литве,Великобритании,Боснии и Герцеговине
6,"Кто был музыкальным продюсером фильма Валерия Тодоровского ""Стиляги""?",Константин Меладзе,Алексей Козлов,Евгений Маргулис,Алексей Рыбников
7,"Кто такой или что такое ""крипо""?",Уголовная полиция в нацистской Германии,Французский ученый,Аквариумная рыбка,Искусственная ткань
8,На фоне скольких созвездий Солнце проходит осенью?,5,2,4,3
9,"Какой мост в Германии неофициально называют ""шпионским""?",Глиникский мост,Мост Августа,Каменный мост,Мост Нибелунгов
