,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что не называется капотом?,Слесарный инструмент,Женское платье,Деталь автомобиля,Женская шляпа
1,Для приготовления какого блюда вам понадобятся виноградные листья?,долма,лобио,бастурма,сациви
2,Какой квартал есть в Париже?,Латинский,Греческий,Славянский,Кельтский
3,К какому отряду млекопитающих относится лесной нетопырь?,Рукокрылые,Неполнозубые,Хищные,Грызуны
4,Что Владимир Набоков завещал сделать с рукописью своего незавершённого романа «Лаура и её оригинал»?,Сжечь,Подарить папе римскому,Издать в России,Перевести на английский
5,"Музыка какого композитора звучит в фильме ""Однажды в Америке""?",Эннио Морриконе,Нино Рота,Фрэнсис Ли,Мишель Легран
6,Какой химический элемент отсутствует в таурине?,Хлор,Азот,Кислород,Сера
7,Какой из футболистов не был удостоен премии болельщиков «Человек и Паровоз»?,Андрей Тихонов,Дмитрий Лоськов,Сергей Гуренко,Владимир Маминов
8,"Кто стал первым футболистом, получившим зелёную карточку Серии B как поощрение за честную игру?",Кристиан Галано,Марконе Ричард,Вита Алессио,Гатто Леонардо
9,"Кого не было среди волхвов, принесших дары новорожденному Христу?",Артабана,Каспара,Бальтазара,Мельхиора
