,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется искусство аранжировки цветов?,Икэбана,Харакири,Суши,Кэндо
1,Безуспешному вылавливанию какой рыбы посвятил свой рассказ А. П. Чехов?,Налим,Сазан,Сом,Вьюн
2,Кто сыграл роль Сергея Есенина в телесериале «Есенин»?,С. Безруков,Г. Куценко,С. Любшин,А. Михайлов
3,Что обещал Атос отрезать Д&#39;Артаньяну в четверть первого возле Люксембургского дворца?,Уши,Нос,Руку,Волосы
4,Кто тренирует пару фигуристов Юко Кавагути — Александр Смирнов?,Тамара Москвина,Алексей Мишин,Елена Чайковская,Татьяна Тарасова
5,Как имя сталкера в романе братьев Стругацких?,Рэдрик Шухарт,Франтишек Туск,Патрик Кляйверт,Алек Уэст
6,"Кто написал реквием, будучи аббатом?",Ф.Лист,Г.Берлиоз,В.А.Моцарт,С.Д.Верди
7,"Какой из этих текстов русских народных песен является переводом стихотворения, написанного на другом языке?","""Когда я на почте служил ямщиком…""","""Степь да степь кругом…""","""Ямщик, не гони лошадей…""","""Однозвучно звучит колокольчик…"""
8,Какой падеж по-латински называется «аккузатив»?,Винительный,Дательный,Творительный,Родительный
9,"С чем или кем сравнил имя Атоса комиссар Бастилии, когда мушкетера по ошибке арестовали вместо д&#39;Артаньяна?",С горой,С сыром,С псом,С аркебузой
