,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сколько линий метро в городе Выборг?,0,1,2,5
1,Как называется один из сортов баклажанов?,"""Буржуй""","""Купец""","""Пролетарий""","""Поп"""
2,Как называют землю по-латински?,Терра,Милкита,Рирала,Кирата
3,Обнаружение чего является свидетельством постоянного расширения нашей вселенной?,Красного смещения,Квазаров,Черных дыр,Реликтового излучения
4,Какая страна не входила в Балканский союз в 1912–1913 годах?,Албания,Греция,Черногория,Болгария
5,Чему посвящены парадные залы Большого Кремлёвского дворца?,Орденам,Гербам,Знаменам,Полкам
6,"Какая страна не являлась членом Ближневосточной Антанты — группировки государств, возникшей в результате заключения Саадабадского пакта в 1937 году?",Саудовская Аравия,Ирак,Афганистан,Иран
7,"Какое название носит классический роман, памятник культуры Китая XIV-го века?","""Речные заводи""","""Озерные отмели""","""Горные отроги""","""Лесные прогалины"""
8,"Прототипом какого персонажа Артура Конан Дойла стал ирландский националист Роджер Кейсмент, казнённый в 1916 году за измену Великобритании?","Лорд Рокстон (""Затерянный мир"")","Сэр Найджел Лоринг (""Белый отряд"")","Родни Стоун (""Родни Стоун"")","Полковник Моран (""Возвращение Шерлока Холмса"")"
9,К чему не имело выхода государство Селевкидов?,Красное море,Персидский залив,Средиземное море,Аравийское море
