,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какого цвета большинство персонажей в мультсериале ""Симпсоны""?",Желтый,Черный,Розовый,Фиолетовый
1,Что в компьютере разделено на сектора и дорожки?,Винчестер,Мышь,Клавиатура,Монитор
2,Кого традиционно считают одним из создателей храма Василия Блаженного в Москве?,Постника,Феофана Грека,Даниила Черного,Федора Коня
3,В каком американском городе жил Том Сойер?,St. Petersburg,Odessa,Moscow,Saratov
4,Что из этого относится к d-элементам?,Хром,Фосфор,Церий,Калий
5,В каком городе мира установлен памятник очереди?,Вашингтон,Липецк,Коломна,Варшава
6,Какое сердце у крокодила?,Четырехкамерное,Трехкамерное,Двухкамерное,Бескамерное
7,"Сыном какой страны был Эдмунд Хиллари, первым вместе с шерпом Норгеем Тенцингом покорившим Эверест?",Новая Зеландия,Великобритания,Австралия,Канада
8,Национальная федерация какой из перечисленных стран не входит в состав Международного союза биатлонистов?,Азербайджан,Молдавия,Армения,Грузия
9,Какой город до расцвета Лас-Вегаса удерживал за собой звание игорной столицы США?,Рино,Атлантик-Сити,Хендерсон,Карсон-Сити
