,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кого из этих писателей звали не Александром?,Чехов,Вампилов,Грин,Солженицын
1,Что украшает центр Дворцовой площади в Санкт-Петербурге?,Александрийская колонна,Памятник Петру I,Ростральные колонны,Броневик Ленина
2,В каком из этих городов нет метро?,Калуга,Санкт-Петербург,Нижний Новгород,Самара
3,Когда появилась первая конституция в России?,1918 год,1864 год,1917 год,1991 год
4,"Какое из этих насекомых единственное способно поворачивать голову, не двигая телом?",Богомол,Оса,Муравей,Муха
5,Сколько атомов водорода в молекуле этана?,6,2,5,4
6,Какой из фронтов не участвовал в битве за Днепр?,Западный фронт,Степной фронт,Южный фронт,Воронежский фронт
7,Кандидатом наук в какой области являлся Борис Немцов?,Физике,Психологии,Биологии,Химии
8,"Кто автор весьма актуального сегодня стихотворения, которое начинается строкой: ""Дорогой Карл Двенадцатый...""?",И. Бродский,В. Маяковский,О. Мандельштам,Б. Пастернак
9,Кто из художников-прерафаэлитов является автором картины «Чёрный брауншвейгский гусар»?,Джон Эверетт Милле,Эдвард Бёрн-Джонс,Джон Уильям Уотерхаус,Уолтер Крейн
