,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что собирает девушка на картине Карла Брюллова «Итальянский полдень»?,виноград,грибы,пазл,марки
1,"С чем во рту, по образному выражению англичан, рождается счастливчик?",с серебряной ложкой,с золотой соской,с хрустальной бутылкой,с алмазной подвеской
2,Как в 1980-х годах называлась торговая сеть рыбных магазинов Москвы?,«Океан»,«Река»,«Море»,«Озеро»
3,"Чем изготовители обязательно ароматизируют чай ""Эрл Грей""?",Бергамотом,Мятой,Мелиссой,Жасмином
4,"Сколько детей нужно было воспитать, чтобы получить советский орден «Мать-героиня»?",10,6,7,8
5,Какое из этих животных обитает НЕ в океане?,сервал,финвал,нарвал,блювал
6,Картина какого художника занимает в Русском музее целый зал?,И. Репина,К. Брюллова,Н. Рериха,В. Сурикова
7,Какой из этих национальных парков находится в Перу?,Ману,Игуасу,Эверглейдс,Гранд-Каньон
8,Приемом какой смертоносной борьбы профессор Мориарти намеревался сбросить Шерлока Холмса в пропасть?,Баритсу,Ушу,Джиу-джитсу,Айкидо
9,Что из перечисленного не было изобретено Бенджамином Франклином?,Почтовая марка,Бифокальные очки,Кресло-качалка,Громоотвод
