,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем стрелял в оленя барон Мюнхгаузен?,Вишневой косточкой,Солью,Шрапнелью,Мелкими камешками
1,"Что в Древнем Риме означало слово ""публикан""?",Откупщик,Глашатай,Жиголо,Газетчик
2,"Что в романе «Двадцать лет спустя» продавали д’Артаньян и Портос, заработав на этом по 200 с лишним луидоров?",Солому,Виноград,Порох,Дрова
3,Какую птицу в Африке называют кваква?,Цапля,Утка,Аист,Гусь
4,Какая из этих марок пива - ирландская?,"""Гиннесс""","""Хольстен""","""Миллер""","""Туборг"""
5,В каком отряде насекомых можно встретить бабок и дедок?,Стрекозы,Перепончатокрылые,Прямокрылые,Чешуекрылые
6,Какой самолёт доставил Юрия Гагарина на Внуковский аэродром для торжественной встречи?,ИЛ-18,АН-10,ИЛ-14,ТУ-104
7,Кто из этих великих итальянских живописцев жил меньше других?,Боттичелли,Леонардо да Винчи,Тициан,Микеланджело
8,Какое из этих астрономических сверхобразований включает в себя три остальных?,Комплекс Рыб-Кита,Ланиакея,Великий Аттрактор,Сверхскопление Девы
9,"В каком году на новогодней игре телеклуба ""Что? Где? Когда?"" знаток Нурали Латыпов надел костюм гусара?",1982,1992,1972,2002
