,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих слов — анаграмма названия столицы Италии?,Мир,Тор,Ром,Мим
1,Что в переводе на русский с английского означает слово «фронт»?,Лицо,Спина,Рука,Колено
2,Что такое тишотка?,Одежда,Обувь,Кондитерское изделие,Гриб
3,Какому российскому актёру принесла популярность роль следователя Глухарёва?,Максим Аверин,Владислав Котлярский,Владимир Фекленко,Денис Рожков
4,Кто из американских президентов первым посетил Советский Союз?,Франклин Рузвельт,Джеральд Форд,Рональд Рейган,Ричард Никсон
5,Какие спортсмены не плывут во время состязаний?,Десятиборцы,Триатлонисты,Дуатлонисты,Пятиборцы
6,"Сколько игроков находится на поле для игры в поло, если команды играют в полных составах?",8,12,16,10
7,Какой композитор за последние 40 лет жизни не написал ни одной оперы?,Джоаккино Россини,Рихард Вагнер,Джузеппе Верди,Джакомо Пуччини
8,В какой области совершила открытия Каролина Гершель?,Астрономия,Медицина,Химия,Физика
9,"Какому русскому гравёру посвящен сказ Павла Петровича Бажова ""Иванко-Крылатко""?",Ивану Николаевичу Бушуеву,Ивану Петровичу Бояршинову,Ивану Васильевичу Ческому,Ивану Федоровичу Зубову
