,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Компьютерная проблема 2000 это:,Проблема смены дат,Где взять 2000 рублей,Новогоднее поxмелье,Как потратить 2000 рублей
1,Какая денежная единица находится в обращении по сей день?,Крона,Талер,Фартинг,Дублон
2,Валюта какой страны называется шекель?,Израиля,Сирии,Ирака,Ливана
3,"Кто автор фразы ""Гордиться славою своих предков не только можно, но и должно; не уважать оной есть постыдное малодушие""?",Пушкин,Лермонтов,Некрасов,Державин
4,Какие города Китая сейчас являются конечными точками Великого канала?,Пекин и Ханчжоу,Пекин и Шанхай,Сучжоу и Нанкин,Шанхай и Сучжоу
5,Какой город стоял на месте столицы Мексики?,Теночтитлан,Тлакопан,Теотиуакан,Тескоко
6,Как называют азиатскую часть Турции?,Анатолия,Румелия,Финикия,Фракия
7,"Какой был диаметр ствола ""Большой Берты""?",420 мм,630 мм,390 мм,264 мм
8,"Каким типом корабля был ""Кореец"", храбро сражавшийся вместе с ""Варягом"" против японской эскадры?",Канонерская лодка,Десантный корабль,Торпедный катер,Миноносец
9,У автомобилей какой из этих стран международный регистрационный знак LT?,Литва,Люксембург,Латвия,Ливан
