,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Исполнители какого музыкального направления объединяются в банды?,Джаз,Фолк,Панк,Рок
1,Что означает буква «К» на погонах?,курсант,конвоир,капитан,командир
2,Как в современном флоте называют капитана несамоходного судна?,шкипер,каптенармус,лоцман,боцман
3,Какой географический объект называется Лимпопо?,Река,Гора,Озеро,Страна
4,В каком из городов наименьшее число жителей?,Сан-Франциско,Сидней,Новосибирск,Париж
5,Какой из этих архитектурных памятников Санкт-Петербурга построен Огюстом Монферраном?,Исаакиевский собор,Казанский собор,Адмиралтейство,Смольный институт
6,Какой из этих четырех минералов наименее твердый?,Апатит,Кварц,Ортоклаз,Топаз
7,"Кто был единственным британским боксёром, выигравшим мировой чемпионат в тяжёлом весе в ХХ веке?",Леннокс Льюис,Джеймс Бастер Дуглас,Эззард Чарльз,Риддик Боу
8,"Как называется заведение, где произошел мюнхенский ""Пивной путч"" 8 ноября 1923 года?","""Бюргербройкеллер""","""Хофбраухаус""","""Левенбройкеллер""","""Штернекерброй"""
9,У автомобилей какой из этих стран международный регистрационный знак CI?,Кот-д`Ивуар,Шри-Ланка,Чехия,Коста-Рика
