,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Чего так остро не хватает человеку, находящемуся в цейтноте?",Времени,Денег,Сил,Опыта
1,"Что обычно декламируют дети, для того чтобы получить подарок от Деда Мороза?",Стишки,Монологи Жванецкого,Главы из «Илиады»,Статьи Конституции
2,Что означают слова «он уважать себя заставил» из поэмы «Евгений Онегин» А. С. Пушкина?,Умер,Оставил наследство,Окончил университет,Расплатился с долгами
3,Чему посвящён роман немецкого писателя Вольфрама Флейшгауэра «Три минуты с реальностью»?,Аргентинскому танго,Клинической смерти,Употреблению кофе,Посещению туалета
4,Какой из этих грибов может вызвать отравление при употреблении с алкогольными напитками?,Навозник,Шии-таке,Дождевик,Гриб-зонтик
5,Что из этого является рыбным супом?,буйабес,жюльен,консоме,вишисауз
6,Как в России до ХХ века называли вновь возникшие сельские поселения?,Починок,Рядок,Местечко,Заимка
7,В каком регионе Европы древние греки размещали море Геродота?,Полесье,Дельта Волги,Пойма Днепра,Долина Луары
8,Какой пик является высочайшей точкой Исландии?,Хваннадальсхнукюр,Гунбьёрн,Ватнсдальсфьятль,Слаттаратиндур
9,Какая из этих звезд находится в Южном полушарии земного небосвода?,Антарес,Кастор,Регул,Капелла
