,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в древние века называлась историческая область, в которой располагалась Бухара?",Согдиана,Наргиз,Манижа,Севара
1,"Что хакеры называют ""пагой""?",Web-страничку,Пейджер,Погоду,Игру
2,Какой фразы нет в лексиконе пернатого героя «Песни попугая» Владимира Высоцкого?,«Пиастры! Пиастры!»,«Коррида!!»,«Карамба!»,«Чёрт побери!!!»
3,"Какая из этих команд собаке, означает ""смирно""?",Тубо!,Апорт!,Фас!,Куш!
4,О творчестве какого поэта напоминает строчка Мандельштама: «Я список кораблей прочел до середины...»?,Гомер,Шекспир,Рембо,Верлен
5,"От латинского названия какого животного произошло слово ""вакцина""?",Корова,Лошадь,Свинья,Овца
6,Какие птицы спасли от голода жителей Бостона после нашествия гусениц?,Воробьи,Гуси,Голуби,Скворцы
7,Какое из этих выдающихся произведений по фабуле является «романом в романе»?,«Степной волк» Г. Гессе,«Повелитель мух» У. Голдинга,«Гроздья гнева» Дж. Стейнбека,«Женщина в песках» К. Абэ
8,"Как метеорологи называют класс атмосферных явлений, представляющих совокупность капель воды или частичек льда, парящих в воздухе?",Гидрометеоры,Гидрозоли,Гидровзвеси,Гидрофакторы
9,"Как ныне называется созвездие, нареченное в 1624 г. в честь верблюда, на котором, по Библии, Ревекка прибыла к Исааку в Ханаан?",Жираф,Единорог,Малый Конь,Рысь
