,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что самое опасное для вашего компьютера?,вирусы,ржавчина,бактерии,плесень
1,Сколько пальцев поднимает вверх боярыня Морозова на одноимённой картине Сурикова?,два,один,три,пять
2,Что бывает у шапки?,«Опушка»,«Полянка»,«Тропинка»,«Чащоба»
3,"Что входит в список товаров, запрещённых к пересылке в посылке по территории России?",Денежные знаки РФ,Журналы,Газеты,Письма
4,Какой персонаж Чуковского получил имя благодаря названию улицы?,Бармалей,Айболит,Мойдодыр,Тараканище
5,В каких спортивных состязаниях не используется сетка?,регби,баскетбол,бадминтон,метание молота
6,"Сколько было детей у Николая Второго?
",5,7,4,6
7,"Какая из этих лётчиц стала первой женщиной, совершившей авиаперелёт через океан?",Амелия Эрхарт,Валентина Гризодубова,Босси Колман,Марина Раскова
8,Кто родился в один год с Михаилом Лермонтовым?,Тарас Шевченко,Чарльз Диккенс,Оноре де Бальзак,Алексей Саврасов
9,Как называется высочайшая вершина Антарктиды?,Винсон,Мак-Кинли,Косцюшко,Колима
