,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Кто автор романа ""Дубровский""?",А. С. Пушкин,И. А. Крылов,М. В. Ломоносов,М. Ю. Лермонтов
1,Как заканчивается русская поговорка: «До свадьбы…»?,Заживёт,Твоя мама была лучше,Перебьёшься,Потерпишь
2,Какой из этих праздников отмечают в Китае?,Праздник фонарей,День инженерных войск Украины,Белый день,День зелени
3,Кто отдал приказ убить своих братьев Бориса и Глеба?,Святополк I,Ярополк,Святослав I,Владимир I
4,Какая из этих Российских монет не была золотой?,Алтын,Златник,Червонец,Империал
5,Как называется профессиональная футбольная премия России?,Стрелец,Большой шлем,Форвард,Золотой мяч
6,Какая страна первой вышла из состава СССР?,Литва,Латвия ,Азербайджан,Эстония
7,"Кто сказал: «Я не согласен ни с одним словом, которое вы говорите, но готов умереть за ваше право это говорить»?",Эвелин Холл,Уинстон Черчилль,Иммануил Кант,Вольтер
8,"Какой латинской фразой характеризуется человек, находящийся в здравом уме?",Compos mentis,Bono sensu,Ultima ratio,Caput mundi
9,"Какой известный революционер, белорус по происхождению, был первым президентом Сената Гавайских островов в период 1901–1902 годов?",Николай Судзиловский,Томаш Гриб,Иван Черский,Игнатий Гриневитский
