,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что оглашает судья в зале суда по окончании процесса?,Приговор,Оговор,Уговор,Договор
1,"В каком положении крылатое млекопитающее, известное как летучая мышь, отдыхает?",Вверх ногами,На спине,На животе,На боку
2,Сердце млекопитающих ...,четырехкамерное,трехкамерное,двукамерное,однокамерное
3,Какое млекопитающее ныряет глубже других?,Кашалот,Косатка,Горбач,Финвал
4,"Какого значения нет у слова ""абака""?",Одомашненный подвид волка,"Волокно, извлекаемое из листьев текстильного банана","Верхняя плита капители колонны, полуколонны, пилястры","Счётная доска, применявшаяся в древности для арифметических вычислений"
5,Кто из этих руководителей белого движения в Первую мировую войну командовал Кавказской армией?,Н. Н. Юденич,П. Н. Врангель,А. В. Колчак,А. И. Деникин
6,"Что такое ""фульгуратор Рок"" из романа Жюля Верна ""Флаг родины""?",Оружие,Автомобиль,Телескоп,Робот
7,Какой художник подписывал некоторые свои картины девизом «Как умею»?,Ян ван Эйк,Рембрандт ван Рейн,Ян Вермеер,Питер Брейгель
8,"Что происходит с кошками, которые ""плачут и кричат во всё горло"", в песне Янки Дягилевой ""Рижская""?",Падают в пустые колодцы,Мечутся по раскалённой крыше,Тают под огнём пулемёта,Тонут в ледяной проруби
9,"О ком идет речь в романе, который Сэмюэль Клеменс подписал псевдонимом сьер Луи де Конт?",Жанна д'Арк,Жеводанский зверь,Королева Мария-Антуанетта,Синяя Борода
