,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто из известных литературных персонажей создал «Союз меча и орала»?,Остап Бендер,Евгений Базаров,Кащей Бессмертный,Родион Раскольников
1,Что фотографы подразумевают под дыркой?,Диафрагму,Дефект камеры,Перфорацию пленки,Бездарность
2,Какие музыкальные термины можно встретить в карточной игре - бридже?,Миноры и мажоры,Интервалы и тональности,Ключи и ноты,Диезы и бемоли
3,Какой из этих древнегреческих городов печально прославился полным отсутствием поэтов и ученых?,Спарта,Сиракузы,Афины,Коринф
4,"Что в Древнем Риме означало слово ""публикан""?",Откупщик,Глашатай,Жиголо,Газетчик
5,Кто являлся командующим 1-го Украинского фронта при освобождении Киева в 1943 году?,Ватутин,Москаленко,Жуков,Кузнецов
6,В состав молекул какого типа солей кислород не входит?,Сульфиды,Сульфаты,Персульфаты,Сульфиты
7,Кто был самым молодым генералом армии и самым молодым командующим фронтом в истории Советских Вооруженных Сил?,Иван Черняховский,Андрей Ерёменко,Владимир Антонов,Фёдор Толбухин
8,Кто из русских князей осадил и взял столицу Хазарского каганата - Итиль?,Святослав Игоревич,Владимир Святославич,Мстислав Владимирович,Ярослав Владимирович
9,Что такое интразональный биоценоз?,"Не свойственная природной зоне совокупность животных, растений, грибов и микроорганизмов",Генетическое разнообразие флоры и фауны в природной зоне,"Биологические виды, которые подвержены угрозе вымирания",Миграция живых организмов
