,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой город является центром Уральского федерального округа?,Екатеринбург,Тюмень,Пермь,Челябинск
1,Сколько лет старик и старуха жили у синего моря в сказке Пушкина?,33 года ,22 года,44 года,55 лет
2,"Что, согласно закону Ома, получится, если напряжение разделить на сопротивление?",Сила тока,Работа,Ускорение,Разность потенциалов
3,Что в России 1917 года называли керенками?,деньги,продовольственные карточки,прокламации,облигации
4,Какой круглый предмет вот уже 200 лет каждый последний понедельник мая пытаются догнать на склоне холма Купера в Великобритании?,головку сыра,серебряное блюдо,мельничный жернов,колесо телеги
5,"Как звучит начало японской пословицы: ""... всегда бывают кстати""?",Лунная ночь и вареный рис,Потный сумоист и печальный танкист,Теплое сакэ и опытная гейша,Цветение сакуры и тихая радость
6,Какой из этих спортсменов - не голландец?,Люсьен Ван Имп,Йохан Кройф,Корнелиус Феркерк,Инге де Брюин
7,Кто из этих выдающихся людей еврейского происхождения отказался стать первым президентом Израиля?,Альберт Эйнштейн,Лион Фейхтвангер,Норберт Винер,Иегуди Менухин
8,"Автомобиль какой марки не участвовал в пробеге, описанном в романе ""Золотой теленок""?","""Даймлер-Бенц""","""Студебеккер""","""Паккард""","""Фиат"""
9,"Кто, кроме Ататюрка, изображён на турецкой банкноте в 200 лир?",Поэт,Архитектор,Музыкант,Математик
