,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из этих букв всегда обозначает твердый звук?,ц,ч,щ,й
1,"Кто такой или что такое ойся в казачьей плясовой песне «Ойся, ты ойся»?",Представитель вайнахов,Слово без смысла,Волк,Ретивый конь
2,Сколько пассажирских дверей имеет вагон метро?,8,4,10,6
3,В гражданской войне 30-х годов какой из этих стран участвовали советские добровольцы?,Испания,Италия,Германия,Португалия
4,Какая футбольная команда одержала наибольшее количество побед в матчах чемпионатов СССР?,Спартак,Динамо Москва,ЦСКА,Динамо Киев
5,"Кого, кроме Гамлета, играл в народном театре Юрий Деточкин — герой фильма «Берегись автомобиля»?",Чацкого,Онегина,Хлестакова,Отелло
6,При каком римском императоре начались гонения на христиан?,Нерон,Траян,Веспасиан,Домициан
7,Как называется группа сортов гладиолуса?,"""ёлки-палки""","""трын-трава""","""крошечка-хаврошечка""","""печки-лавочки"""
8,"Кто исполнил главную роль в фильме С. А. Герасимова ""Маскарад""?",Н. Мордвинов,Б. Андреев,В. Белокуров,Н. Черкасов
9,Что описывает правило Маделунга?,Энергетическое распределение орбиталей в атомах,Соотношение между упругостью и оптической частотой кристаллов,Уменьшение нормы прибыли при снижении темпов технического прогресса,Зависимость риска заболевания проказой от времени контакта с носителем
