,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется добытчик меда лесных пчел?,Бортник,Медник,Медонос,Медовар
1,Крупнейший российский остров в Тихом океане,Сахалин,Колгуев,Новая Земля,Малая Земля
2,Какая из этих стран в Европе имеет наибольшую площадь?,Украина,Германия,Швеция,Франция
3,В какой из этих стран один из официальных языков - немецкий?,Люксембург,Норвегия,Голландия,Дания
4,"Кто изобразил ""Витрувианского человека"" - рисунок, на котором фигура человека вписана в круг и квадрат?",Леонардо да Винчи,Витрувий,Антонио Гауди,Ле Корбюзье
5,Где находятся города Вязьма и Починок?,в Смоленской области,в Могилёвской области,в Черниговской области,в Гомельской области
6,"Какой великий художник известен по прозвищу, которое переводится как красильщик?",Тинторетто,Карпаччо,Караваджо,Веронезе
7,Какое учебное заведение было основано в 1811 году?,Царскосельский лицей,Московский университет,Казанский университет,Нежинский лицей
8,Какой из перечисленных знатных родов не упоминается Данте Алигьери в главе «Чистилище» «Божественной комедии»?,Барберини,Монтекки,Мональди,Филиппески
9,В дискографии какого американского джазового композитора есть альбом «Pithecanthropus Erectus» («Питекантроп прямоходящий»)?,Чарльз Мингус,Каунт Бейси,Стэн Гетц,Билл Эванс
