,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"С чем на ногах, согласно известной шутке, рождаются норвежцы?",С лыжами,С лабутенами,С ластами,С лаптями
1,Какова настоящая фамилия Сталина?,Джугашвили,Цхеидзе,Гелашвили,Станидзе
2,"Что герой песни Давида Тухманова собирался делать ""во французской стороне, на чужой планете""?",учиться,работать,жениться,просить милостыню
3,Какая «родственница» помогает игроку в бильярд сделать точный удар?,«тёща»,«мама»,«племянница»,«сестра»
4,Как называется мышечный слой сердца?,Миокард,Аорта,Эпикард,Эндокард
5,"Продолжите строки из стихов Константина Бальмонта «Наш царь», написанные в 1906 году: «Но будет, — час расплаты ждёт. /Кто начал царствовать — Ходынкой... »",Тот кончит — встав на эшафот.,Тому — поклон наш и почёт!,Россию-матушку — спасёт!,Врагам Руси задаст невзгод.
6,Из каких клеток развивается карцинома?,Эпителиальной ткани,Лимфы,Нервной ткани,Хрящевой ткани
7,Какая песня из «военного цикла» группы «ДДТ» стала саундтреком к телевизионному сериалу «Господа офицеры»?,«Дым»,«Не стреляй!»,«Мертвый город. Рождество»,«Пацаны»
8,"Каково настоящее имя известной танцовщицы и куртизанки Маты Хари, осужденной и приговорённой к смертной казни за шпионскую деятельность?",Маргарета Гертруда Зелле,Лина Кавальери,Клео де Мерод,Эмильена д’Алансон
9,"Какая из этих команд не входит в тройку клубов, которые ни разу не покидали высший испанский футбольный дивизион?",«Эспаньол»,«Барселона»,«Реал Мадрид»,«Атлетик Бильбао»
