,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется ожерелье из монет?,Монисто,Монолит,Монокль,Монумент
1,Что из перечисленного является частью концерта?,Отделение,Серия,Акт,Глава
2,Что можно найти в черепе человека?,«Турецкое седло»,«Аргентинскую подкову»,«Цыганскую уздечку»,«Испанский хомут»
3,Что изобрёл Жак Ив Кусто?,акваланг,ласты,батискаф,подводную кинокамеру
4,Как по-научному называется взрослая (половозрелая) стадия жизни насекомого?,Имаго,Люмбаго,Хризалида,Нимфа
5,"Кто автор драмы, сюжет которой положен в основу оперы Дж. Верди «Риголетто»?",В. Гюго,И. Шиллер,Ж. Расин,У. Шекспир
6,Кем приходилась французская королева Анна Австрийская испанскому королю Филиппу III?,Дочерью,Сестрой,Матерью,Бабушкой
7,В каком городе Бельгии находится дом-музей знаменитого мастера детективного жанра Жоржа Сименона?,Льеж,Антверпен,Брюссель,Гент
8,Какая из этих империй Китая существовала раньше?,Цинь,Хань,Юань,Мин
9,"Какого цвета лошади камаргской породы, обитающие во Франции?",Светло-серые,Рыжие,Золотисто-коричневые,Черные
