,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что сделала простыня в сказке «Мойдодыр»?,Улетела,Убежала,Ускакала,Ушла
1,Как называется специалист по изготовлению деревянных бочек?,Бондарь,Бочник,Скорняк,Шорник
2,"Кто автор картины ""Портрет доктора Рея""?",Ван Гог,Пикассо,Шишкин,Васнецов
3,"Как прозвали правителя Киевской Руси, который строил города, воздвигал церкви, учреждал школы и содействовал письменности на Руси, а также издал первый свод юридических обычаев?",Мудрый,Русский,Святой,Великий
4,"Кто автор текста песни ""Никого не будет в доме"" из к/ф ""Ирония судьбы...""?",Б. Пастернак,Н. Гумилев,К. Симонов,А. Блок
5,Какой отдел сердца человека имеет самую толстую стенку?,Левый желудочек,Правый желудочек,Правое предсердие,Левое предсердие 
6,Какого созвездия не существует?,Бабочка,Змея,Муха,Ящерица
7,К гимну какого азиатского государства музыка написана российским композитором?,Таиланд,Северная Корея,Китай,Вьетнам
8,"Какой фильм принёс известность парижскому кафе ""Две мельницы""?","""Амели""","""Мулен Руж""","""Париж, я люблю тебя""","""Жизнь Адель"""
9,Что такое шерл?,Черный турмалин,Розовый топаз,Оранжевый сапфир,Желтый бриллиант
