,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как Аркадий Гайдар назвал одно из своих произведений?,"""Судьба барабанщика""","""Жизнь гитариста""","""Карьера скрипача""","""Бытие клавишника"""
1,Какой ресторан находится на углу Старого и Нового Арбата?,"""Прага""","""София""","""Пекин""","""Белград"""
2,В каком качестве потребитель использует деньги при посещении магазинов?,Средство обращения,Средство накопления,Мера стоимости,Мировые деньги
3,"Как произносится слово ""кочерга"" в родительном падеже множественном числе?",Кочерег,Кочерг,Кочерегов,Кочергов
4,Кто из перечисленных клоунов ростом был ниже остальных?,Карандаш,Леонид Енгибаров,Юрий Никулин,Олег Попов
5,Какая станция Московского метрополитена расположена за МКАДом?,Бульвар Дмитрия Донского,Новогиреево,Выхино,Красногвардейская
6,Какое из этих слов не означает одновременно единицу длины в системе английских и/или русских мер?,Тире,Пункт,Точка,Линия
7,"Что из этих ""зарослей"" является также названием большого серого дрозда?",Рябинник,Орешник,Ольховник,Ракитник
8,Какая из этих вершин является высшей точкой штата Юта?,Кингс-Пик,Мауна-Кеа,Гранит-Пик,Гора Уитни
9,"Партии какого животного нет в сюите ""Карнавал животных"" Камиля Сен-Санса?",Гиппопотама,Черепахи,Лебедя,Кенгуру
