,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую телепередачу придумал Юрий Никулин?,"""Белый попугай""","""Пока все дома""","""Итого""","""Вокруг смеxа"""
1,Какое приблизительное число независимых стран в мире?,200,250,100,150
2,Как называется один из сортов томатов?,"""Пузата хата""","""Жирная изба""","""Толстый особняк""","""Полный дом"""
3,Кого или что изобразил Леон Бакст в руке каменной Афродиты на своей картине «Древний ужас»?,Голубя,Кувшин,Факел,Змею
4,Кто сыграл адвоката дьявола в одноимённом кинофильме?,Киану Ривз,Том Круз,Том Хэнкс,Микки Рурк
5,"Какое амплуа объединяет Элис из ""Обители зла"", Эллен Рипли из ""Чужого"" и Сидни Прескотт из ""Крика""?",Последняя девушка,Антигерой,Плохой парень,Субретка
6,Какую страну представляли все 18 спортсменов-боксеров на дебютных для этого вида спорта Олимпийских играх?,США,Великобритания,Греция,Франция
7,"Почему Элиза, героиня сказки Ганса Христиана Андерсена ""Дикие лебеди"", хранила молчание?",Ради спасения братьев,Она была ведьмой,Она была неразговорчивая,Она была немая
8,Какой полуостров в средние века имел название Морея?,Пелопоннес,Крымский,Аравийский,Синайский
9,Какое животное способно воспринимать звуки в самом широком диапазоне — от 50 до 300000 Гц?,Большая восковая моль,Бледная неясыть,Бутылконосый дельфин,Бурый ушан
