,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто такой коростель?,Птица,Мышь,Стрекоза,Рыба
1,Кто из этих великих творцов не был американским фантастом?,С. Лем,А. Азимов,Р. Бредбери,К. Саймак
2,"Какой гриб дымится, если на него наступить?",дождевик,свинушка,сморчок,шампиньон
3,Какая из стран Южной Америки не имеет морского побережья?,Боливия,Венесуэла,Аргентина,Перу
4,Какое заболевание никогда не поражает женщин?,Гемофилия,Пеллагра,Системная красная волчанка,Амилоидоз
5,Как называлась столица Казахстана Астана до 1961 года?,Акмолинск,Кустанай,Целиноград,Павлодар
6,Где находится город Новый Афон?,Абхазия,Нагорный Карабах,Приднестровье,Южная Осетия
7,"Космогония какой цивилизации считала, что мир лежит на огромном крокодиле, плавающем в озере?",Майя,Ацтеки,Инки,Древний Египет
8,"Какое млекопитающее, из обитающих в России, самую большую часть своей жизни проводит во сне?",Ёж,Барсук,Медведь,Сурок
9,"Противостояние каких двух великих теннисистов называли ""борьбой льда и огня"" или ""льда и пламени""?",Бьорна Борга и Джона Макинроя,Роджера Федерера и Рафаэля Надаля,Пита Сампраса и Андре Агасси,Бориса Беккера и Ивана Лендла
