,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что по традиции подружки невесты стараются сделать на свадьбе?,Поймать букет,Отбить жениха,Примерить кольцо,Надеть туфельку
1,Какой предмет входит в состав бильярдного инвентаря?,Треугольник,Круг,Квадрат,Шестиугольник
2,К какому направлению поэтов Серебряного века относят Владимира Маяковского?,Футурист,Акмеист,Имажинист,Символист
3,"Что в переводе с турецкого языка означает ""гюнайдын""?",Доброе утро,Добрый день,Добрый вечер,Доброй ночи
4,Что из перечисленного относится к домену в биологической классификации?,Эукариоты,Насекомые,Членистоногие,Животные
5,Как назывался первый звуковой фильм?,Певец джаза,Звуки музыки,Солист хора,Танцор диско
6,В каком штате США находится высочайшая вершина Северной Америки?,Аляска,Вашингтон,Северная Дакота,Калифорния
7,Какой химический элемент Менделеева обозначается 21-й буквой латинского алфавита?,Уран,Кислород,Ванадий,Фосфор
8,"Какой великий философ Древней Греции утверждал, что мозг — это особая железа, а назначение его — вырабатывать слизь для охлаждения избыточной теплоты сердца?",Аристотель,Платон,Фалес,Сократ
9,"Каким было кодовое название испытаний французского термоядерного оружия, проведённых 24 августа 1968 года на атолле Фангатауфа?","""Канопус""","""Альтаир""","""Процион""","""Сириус"""
