,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой наряд прославил баснописец Крылов?,тришкин кафтан,машкин сарафан,прошкин зипун,ивашкин армяк
1,Кто из перечисленных не относится к немецким философам?,Жан-Поль Сартр,Артур Шопенгауэр,Георг Гегель,Фридрих Ницше
2,Какая из этих империй возникла раньше?,Ассирийская,Британская,Монгольская,Византийская
3,Как называется самая южная точка Африки?,мыс Игольный,мыс Кольский,мыс Шпилевой,мыс Острый
4,В каком городе расположен австрийский Музей кофе?,Вена,Линц,Зальцбург,Грац
5,Что из этого биологи не называют производным (дериватом) кожи? ,Бивни,Панцирь черепахи,Молочные железы,Чешуя
6,"Кто является авторами ""Principia Mathematica""?",Уайтхед и Рассел,Адамар и Коши,Харди и Литтлвуд,Гёдель и Мах
7,"Кто был самым юным сыном полка, награждённым боевой наградой — медалью «За боевые заслуги» в возрасте 6 лет?",Серёжа Алёшков,Толя Рябков,Стас Меркулов,Ваня Суржиков
8,Эпизодом какого военного конфликта была Ланкастерская война?,Столетняя война,Тридцатилетняя война,Северная война,Война Алой и Белой роз
9,"О какой битве историк С. Соловьев писал: «цвет московской конницы, которая совершила счастливые походы 1654 и 1655 годов, погиб в один день»?",Конотопская битва,Даярское сражение,Осада Азова,Битва на реке Курлак
