,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется седьмой фильм о Гарри Поттере?,Гарри Поттер и Дары Смерти,Гарри Поттер и Роковые Мощи,Гарри Поттер и Смертельные Гробницы,Гарри Поттер и Тайная Комната
1,В каком веке родился Н. Карамзин?,XVIII,XX,XVII,XIX
2,Симптомы какой болезни очень похожи на заболевание краснухой?,Корь,Коклюш,Скарлатина,Свинка
3,В каком из этих американских штатов находится город Хьюстон?,Техас,Калифорния,Филадельфия,Аризона
4,Когда отмечается Всемирный день книги?,23 апреля,2 апреля,3 мая,27 мая
5,Что шведы называют «хоккейной песней»?,Советский гимн,Канадский гимн,«Трус не играет в хоккей»,Шведский гимн
6,В какой цвет до 1778 года был окрашен Красный мост в Санкт-Петербурге?,В белый,В коричневый,В черный,В зеленый
7,Сколько лет составлял календарный цикл в Древнем Вавилоне?,19,15,12,7
8,Как звали прославленного английского флотоводца Нельсона?,Горацио,Георг,Грегори,Герберт
9,На каком корабле не служил Горацио Нельсон ?,«Конституция»,«Резонабль»,«Бристоль»,«Беджер»
