,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как не называют буквы увеличенного размера, используемые в русском языке в начале имен собственных, первого слова предложения?",Строчные,Заглавные,Прописные,Большие
1,Кто автор слов: «Для пользы всех мне можно всё»?,А. Радищев,А. Пушкин,В. Маяковский,С. Есенин
2,Какой футболист получил в 2020 году сразу две золотые медали за победы в чемпионате Испании и чемпионате Германии в одном сезоне?,Альваро Одриосола,Тони Кроос,Тьяго Алькантара,Каземиро
3,Какова частота переменного тока в российской электросети?,50 герц,100 герц,60 герц,40 герц
4,"Кто из маршалов СССР сказал ""Солдатский долг - воевать лучше противника""?",Рокоссовский,Жуков,Еременко,Василевский
5,"Чье бессмертное произведение начинается словами: ""Земную жизнь пройдя до половины...""?",Данте,Гомер,Лермонтов,Шекспир 
6,Какой русский художник принимал участие в разработке «будёновки»?,Васнецов,Петров-Водкин,Серов,Суриков
7,"Как, в переводе на русский язык, звучало бы название фильма ""Мимино""?",Сокол,Медведь,Любовь,Гора
8,В какой европейской стране отсутствуют постоянные реки и естественные озера?,Мальта,Монако,Кипр,Андорра
9,Наглядным примером какой поверхности второго порядка может служить Шуховская башня?,Однополостный гиперболоид,Двуполостный гиперболоид,Эллиптический параболоид,Гиперболический параболоид
