,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как фамилия женщины, которой А.С.Пушкин посвятил стихотворение ""Я помню чудное мгновенье""?",Керн,Клин,Бур,Горн
1,Какое происхождение имеет слово «саквояж»?,Французское,Итальянское,Английское,Немецкое
2,Какая из этих птиц одомашнена и разводится в сельском хозяйстве?,Цесарка,Султанка,Кардинал,Королек
3,Как называется одна из рек в Ленинградской области?,Сестра,Тетя,Кузина,Сваха
4,"В какой из этих стран Новый Год отмечают 1 января, но в летнее время?",Аргентина,Канада,Китай,Исландия
5, Как зовут современного короля Нидерландов?,Виллем-Александр,Йохан-Фризе,Константин,Клаус
6,Какой из этих динозавров был самым маленьким?,Компсогнатус,Зауролоф,Элафрозавр,Сейсмозавр
7,"От какой женщины у Наполеона был сын, названный Александр Жозеф Флориан?",Мария Валевская,Мария-Луиза Австрийская,Жозефина Богарнэ,Элеонора Денюэль
8,Из скольких слогов традиционно состоит хайку?,17,100,7,21
9,"На премьере «Иронии судьбы» в Доме Кино фильм был принят восторженно, и только одна супружеская пара встала и вышла из зала, дав понять, что фильм не нравится. Кому не понравилась «Ирония судьбы»?",Алексей Каплер и Юлия Друнина,Владимир Высоцкий и Марина Влади,Сергей Бондарчук и Ирина Скобцева,Сергей Герасимов и Тамара Макарова
