,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто стал героем поэмы Николая Некрасова?,мужичок с ноготок,мальчик с пальчик,девочка с копеечку,баба с воза
1,Каков главный компонент грузинского соуса ткемали?,слива,перец,томат,гранат
2,Какой русский город изображён на купюре достоинством в 1000 рублей?,Ярославль,Красноярск,Москва,Санкт-Петербург
3,В какой части Великобритании живут валлийцы?,Уэльс,Англия,Шотландия,Северная Ирландия
4,В какой игре бита НЕ нужна?,крокет,бейсбол,лапта,крикет
5,Как назывался военный переворот в Португалии 1974 года свергнувший режим Марселу Каэтану?,Революция гвоздик,Революция роз,Революция кактусов,Революция кедров
6,"Какая повесть М. А. Булгакова сначала была напечатана в сокращённом виде под названием ""Луч жизни""?",Роковые яйца,Тайному другу,Записки на манжетах,Дьяволиада
7,В честь кого названа одна из центральных улиц Тель-Авива - Дизенгоф?,Мэра,Президента,Раввина,Премьер-министра
8,Какое слово употребляется для названия помеси лошади и пони? ,Клеппер,Крешер,Карбас,Коммодор
9,Кто является создателем органической архитектуры?,Фрэнк Ллойд Райт,Джордж Ричард Манн,Эрих Мендельсон,Элайджа Майерс
