,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто был главным героем в трагедии А. С. Пушкина «Каменный гость»?,Дон Гуан,Дон Киxот,Казанова,Граф Калиостро
1,"Какие цвета использует в своей символике футбольный клуб ""Динамо""?",Голубой и белый,Белый и красный,Желтый и зеленый,Красный и синий
2,В какой стране имеют хождение тугрики?,Монголия,Казахстан,Вьетнам,Индонезия
3,"Какую фамилию носила управдом в фильме ""Бриллиантовая рука"" в исполнении Нонны Мордюковой?",Плющ,Борщ,Хвощ,Мощь
4,Какого короля выбирают за новогодним столом во Франции?,Бобового,Чечевичного,Орехового,Горохового
5,Через какую железнодорожную станцию въезжали в СССР жители Венгрии?,Чоп,Брест,Выборг,Наушки
6,Какой месяц в древнеримском календаре считался месяцем очищений?,Февраль,Июнь,Апрель,Сентябрь
7,Как древние славяне называли нынешний сентябрь?,Вересень,Серпень,Грудень,Листопад
8,Какое прозвище получил авианосец ВМФ США «Форрестол»?,Zippo,Rokki,Lego,Imba
9,Какой из этих черепных нервов человека является только двигательным?,Подъязычный,Языкоглоточный,Тройничный,Блуждающий
