,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой домашний очаг выделила писательница Гарриет Бичер-Стоу дяде Тому?,Хижина,Хата,Изба,Лачуга
1,Какое деление на шкале ртутных медицинских термометров выделено красной точкой и красной цифрой?,37,36,36.6,40
2,Какое блюдо является неотъемлемой частью рождественского стола в Чехии?,Жареный карп,Вяленый лосось,Фаршированный сом,Килька в томате
3,Какую сумочку французы считали «смехотворной»?,ридикюль,клатч,барсетку,несессер
4,Свет какого цвета практически не способны поглощать хлоропласты?,Зеленый,Синий,Желтый,Красный
5,На какой картине известного русского художника изображена кошка?,"Б. Кустодиев ""Купчиха за чаем""","В. Перов ""Тройка""","К. Брюллов ""Всадница""","П. Федотов ""Завтрак аристократа"""
6,"Как заканчивается фраза Максима Горького — «Жизнь так забавно устроена, что лучшим воспитателем человека является... »?",Враг его,Содеянное им,Скука его,Обиженный им
7,На территории какой современной страны найдены остатки одного из самых ранних динозавров - ставрикозавра?,Бразилия,Австралия,ЮАР,Монголия
8,Какие цветы произрастают на богатых цинком почвах? ,Фиалки,Ирис,Дельфиниум,Васильки
9,Чем прославился скайтерьер Грейфрайерс Бобби?,14 лет охранял могилу хозяина,Обладатель самого длинного языка на планете среди собак,Обнаружил более 7 тысяч мин,Был активным участником акций протеста в Афинах
