,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как с 1932 по 1990 год назывался город Нижний Новгород?,Горький,Сладкий,Кислый,Солёный
1,Чем играют в петанк?,Металлическими шарами,Деревянными булавами,Пластиковыми дисками,Игральными картами
2,Между двумя какими странами существует Нагорно-Карабахский конфликт?,Арменией и Азербайджаном,Ираном и Азербайджаном,Грузией и Турцией,Турцией и Арменией
3,"Где происходит действие знаменитого спектакля Г. Товстоногова ""Ханума""?",В Грузии,В Узбекистане,В Туркменистане,В Армении
4,Чьих детей усыновил Всеволод Мейерхольд?,Поэта Есенина,Кинопрокатчика Ханжонкова,Пилота Нестерова,Чекиста Урицкого
5,Кто из этих мифических персонажей пытался обрести бессмертие?,Гильгамеш,Святогор,Шахрияр,Вяйнямёйнен
6,В какой из этих стран чемпионат мира по футболу еще не проводился?,Китай,ЮАР,Швеция,Чили
7,Как называется корсиканский сыровяленый свиной окорок?,Жамбон,Прошутто,Хамон,Мохама
8,"Какое событие стало источником вдохновения для Тилля Линдеманна, солиста группы Rammstein, написавшего песню ""Mein Teil""?",А. Майвес убил и съел Ю. Брандеса с его согласия,Совершено групповое самосожжение в Пекине,Произошло землетрясение в Сальвадоре,В Бельгии было разрешено употребление марихуаны
9,Что представляет собой африканский музыкальный инструмент уду?,Глиняный горшок,Две плетёные корзинки,Металлический барабан,Кусок выдолбленного дерева
