,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из перечисленного присутствует в конструкции грузовых автомобилей?,Мосты,Перевалы,Эстакады,Акведуки
1,Каким напиткам посвящена одна из песен Дмитрия Диброва?,Ром и пепси-кола,Виски и бренди,Водка и томатный сок,Кефир и рассол
2,Как заканчивается девиз газеты «Искра» «Из искры возгорится...»?,Пламя,Строчка,Пожар мировой революции,Спичка
3,Какой актер сыграл роль Спартака в одноименном фильме Стэнли Кубрика?,Кирк Дуглас,Чарльз Лоутон,Лоренс Оливье,Тони Кертис
4,Какое животное в средневековой Европе считали рыбой и поэтому ели в пост?,бобра,ондатру,выхухоль,водяную крысу
5,"Кто назвал джаз ""музыкой толстых""?",М. Горький,А. Луначарский,В. Маяковский,В. Ленин
6,Какой из этих городов пережил больше переименований в советский период?,Рыбинск,Ижевск,Волгоград,Астана
7,"Как называется северная часть центральной Африки, включающая в себя территории от Мавритании до Чада?",Судан,Дарфур,Гвинея,Магриб
8,Что представляет собой роброн?,Старинное женское платье с широкой юбкой на каркасе в виде обруча,Старинная теплая войлочная накидка,Высокая женская шляпка с украшениями,Легкая куртка кавалериста
9,"Кого из этих знаменитых личностей называли ""Святой среди князей, князь среди святых""?",Абд аль-Кадир,Ясир Арафат,Патрис Лумумба,Анвар Садат
