,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называют мужчину, живущего на содержании у женщины?",Альфонс,Адюльтер,Альтруист,Адъютант
1,Какая из этих мер длины наименьшая?,Локоть,Аршин,Метр,Ярд
2,Столица какого государства названа в честь его первого президента?,США,Аргентины,Бразилии,Мексики
3,"Чьему перу принадлежит поэма ""Черный человек""?",Есенин,Блок,Маяковский,Пастернак
4,Чем по геологической градации является эоцен?,Эпохой,Периодом,Эоном,Эрой
5,"Какое воинское звание происходит от слова «больший», «старший»?",Майор,Генерал,Маршал,Капрал
6,Картина какого из этих художников была продана на аукционе в наше время за самую высокую цену?,Ван Гог,Рембрандт,Рубенс,Ренуар
7,"Кто автор слов песни из фильма ""Ирония судьбы"" ""Я спросил у ясеня…""?",Киршон,Кочетков,Аронов,Евтушенко
8,На территории какого современного государства располагалось средневековое государство Сукотай?,Таиланд,Судан,Мексика,Конго
9,"Какой церкви нет в архитектурном ансамбле музея ""Коломенское"" в Москве?",Петра и Павла,Казанской иконы Божьей Матери,Вознесения Господня,Усекновения главы Иоанна Предтечи
