,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое животное путешествовало по Темзе в одной лодке с тремя джентльменами?,Собака,Кошка,Крыса,Белочка
1,Какая песня была написана специально к закрытию московской Олимпиады?,"«До свиданья, Москва!»","«До свиданья, москвичи!»","«До свиданья, лето!»","«До свиданья, города и хаты…»"
2,Кого можно увидеть в морских глубинах?,Рыбу-клоуна,Рыбу-дрессировщика,Рыбу-акробата,Рыбу-фокусника
3,О чём Лида просила Шурика в фильме «Наваждение» Л. Гайдая?,Найти плюшевого мишку,Найти кувшин с водой,Поцеловать её,Съесть бутерброд
4,Какое животное было священным животным бога Амона?,Баран,Сокол,Змея,Лев
5,Кто в 1943 году на личные средства отправил в СССР вагон медикаментов?,Антон Деникин,Вацлав Нижинский,Александр Керенский,Сергей Рахманинов
6,Что такое планкинг?,Лежание на животе в любых неожиданных местах,Кормление голубей в парке,Хлопанье в ладоши в трамваях,Бег по плоской местности
7,Что спасло больных цингой из рассказа Джека Лондона «Ошибка Господа Бога»?,Мешок картошки,Бочка квашеной капусты,Ведро лимонов,Плоды шиповника
8,Какой мультсериал не относится к продукции студии анимационного кино «Мельница»?,«Фиксики»,«Приключения в Изумрудном городе»,«Барбоскины»,«Приключения Лунтика и его друзей»
9,Кто из деятелей эпохи российского Просвещения стал первым выборным ректором Императорского Московского университета?,Харитон Андреевич Чеботарёв,Иван Иванович Шувалов,Алексей Михайлович Аргамаков,Михаил Никитич Муравьёв
