,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется знаменитый футбольный клуб?,Арсенал,Мавзолей,Грановитая палата,Оружейная палата
1,Какой фильм снял Джеймс Кэмерон?,«Титаник»,«Ночной дозор»,«Трансформеры»,«Форсаж»
2,Что в переводе с латинского означает имя Константин?,Постоянный,Великолепный,Бескорыстный,Благословенный
3,Какой калибр у пистолета Макарова?,9,7.62,5.66,5.45
4, Какие два цвета только и различает новорожденный в первый месяц жизни?, Чёрный и белый, Чёрный и жёлтый, Чёрный и красный, Чёрный и серый
5,В какой из этих стран запрещено законом пользоваться стиральной машиной по воскресеньям?,Швейцария,Франция,Швеция,Корея
6,Правителем какого государства был Юлиан Отступник?,Древний Рим,Эпир,Древняя Греция,Византия
7,В каком городе находится небоскрёб под названием «Небесное дерево»?,Токио,Дубай,Шанхай,Мекка
8,"В виде какого животного в древнеегипетской мифологии изображались враги Ра, слуги Сета?",Бегемот,Обезьяна,Гриф,Шакал
9,Какая из этих оперных партий написана не для баритона?,"Зарастро (""Волшебная флейта"")","Тонио (""Паяцы"")","Скарпиа (""Тоска"")","Риголетто (""Риголетто"")"
