,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как переводится с латыни слово ""alba""?",Белый,Серый,Желтый,Синий
1,Какой вид спорта не дал своего имени одному из предметов одежды?,волейбол,теннис,футбол,бейсбол
2,Какая из марок автомобилей является шведской?,Вольво,Пежо,БМВ,Ниссан
3,Кто из перечисленных не входил в первую тройку советских космонавтов?,Валерий Быковский,Герман Титов,Андриян Николаев,Юрий Гагарин
4,"Кто композитор песни ""Моя Москва"" (""Дорогая моя столица""), ставшей в 1995 году гимном города?",Исаак Дунаевский,Тихон Хренников,Серафим Туликов,Матвей Блантер
5,Какая авиакомпания крупнейшая по пассажирообороту в Европе?,"""Lufthansa""","""Air France""","""Alitalia - KLM""","""British Airwais"""
6,Чему равно абсолютное давление под водой на глубине 10 метров?,2 атмосферы,10 атмосфер,1 атмосфера,5 атмосфер
7,"Как называлась самая мелкая, неделимая денежная единица в Древней Руси?",Веверица,Куна,Ногата,Резана
8,"Какой из этих шахматистов, по легенде, выиграл партию с дьяволом?",Паоло Бои,Алессандро Сальвио,Альфонсо Серон,Руй Лопес де Сегура
9,Каким веком датируется первое в истории задокументированное применение беспилотных летательных аппаратов для нанесения удара по противнику?,XIX в.,XX в.,III в. до н. э.,XVII в.
