,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой молочный продукт используется для иронической характеристики лучшей части общества?,Сливки,Сметана,Масло,Творог
1,С помощью какого газа пищевая промышленность превращает обыкновенную воду в газированную?,Двуокись углерода,Водород,Сероводород,Гелий
2,Какую практическую функцию выполняют изваяния гаргулий в готической архитектуре?,Водосточного жёлоба,Никакую (элемент украшения здания),Вентиляционного канала,Дымовой трубы
3,Как правильно пишется словосочетание?,Супер-онлайн-курс,Супер онлайн-курс,Супер-онлайнкурс,Супер онлайнкурс
4,"Какую искажённую фразу великого полководца произнёс персонаж, которого играл Иван Лапиков в фильме «Они сражались за Родину»?","«Пришёл, увидел, наследил»","«Пуля — дура, штык — храбрец»",«Кто к нам с мечом придёт — без меча уйдёт»,«Иду на Вас»
5,"Какой материал использовал Гефест, создавая по велению Зевса Пандору, первую женщину, ниспосланную людям?",Глина и вода,Мрамор,Слоновая кость и древесина,Золотой песок и глина
6,"Какой персонаж присутствует в фильме Роджера Кормана ""Гробница Лигейи"" в отличие от рассказа Эдгара По ""Лигейя"", по мотивам которого он был снят?",Чёрный кот,Белая мышь,Красный петух,Зелёная жаба
7,Сколько примерно железа в организме здорового взрослого человека?,3–4 г,"0,2–0,25 г",28–32 г,"0,015–0,02 г"
8,Как называлась столица крымского княжества Феодоро?,Мангуп-Кале,Сугдея,Кафа,Чуфут-Кале
9,"Какая страна является единственной в мире, в официальном названии которой есть словосочетание «Демократическая Социалистическая Республика»?",Шри-Ланка,Йемен,Вьетнам,Куба
