,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"С какой греческой буквой связано название числа 3,1415…?",Пи,Лямбда,Дельта,Ню
1,Как обычно называют практику возвеличивания какого-нибудь государственного деятеля?,Культ личности,Почитание личности,Обожествление личности,Поклонение личности
2,Что входило в состав Непобедимой армады?,корабли,танки,кавалерия,пехота
3,Какое место по массе среди планет Солнечной системы занимает Марс?,7,6,5,4
4,"Чему равно число 100, записанное в восьмеричной записи, при переводе в десятичную систему?",64,88,120,80
5,Какая пустыня является самым большим светлым пятном видимым из космоса?,Сахара,Намиб,Монгольская,Большая пустыня Виктория
6,Как называется родословная книга наиболее знатных боярских и дворянских фамилий России?,Бархатная книга,Атласная книга,Муаровая книга,Батистовая книга
7,"Кому принадлежит выражение ""звездный час""?",Стефан Цвейг,Бернард Шоу,Авраам Линкольн,Наполеон Бонапарт
8,По какой реке проходит западная граница аргентинского Междуречья?,Парана,Сан-Хавьер,Игуасу,Рио-Гранде
9,На гербе какого из этих государств есть изображение тропической птицы гоацина?,Гайана,Суринам,Эквадор,Парагвай
