,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что обычно получает пользователь от компьютера в случае сбоя программы?,Сообщение об ошибке,Протокол о нарушении,Извещение о штрафе,Письмо счастья
1,Как называется самый большой город Китая?,Шанхай,Нанкин,Ухань,Пекин
2,"Что забил ""в пушку туго"" герой стихотворения М.Ю.Лермонтова ""Бородино""?",Заряд,Картечь,Снаряд,Ядро
3,Какая африканская страна занимает самую большую площадь?,Алжир,Судан,Ливия,Конго
4,Какое из насекомых при полете издает наиболее высокий звук?,Комнатная муха,Шершень,Божья коровка,Бражник
5,Какой из этих генералиссимусов был лишен этого звания через год после его присвоения?,Антон Ульрих Брауншвейгский,Александр Меншиков,Александр Суворов,Алексей Шеин
6,"По совету какого композитора из ""Могучей кучки"" П. И. Чайковский написал увертюру-фантазию ""Ромео и Джульетта""?",Милий Балакирев,Модест Мусоргский,Александр Бородин,Цезарь Кюи
7,"Кто режиссер мультфильма ""Пёс в сапогах"", созданного по мотивам романа ""Три мушкетера""?",Ефим Гамбург,Давид Черкасский,Фёдор Хитрук,Александр Татарский
8,За какой фильм Марк Бернес получил орден «Знак Почета»?,«Человек с ружьем»,«Большая жизнь»,«Два бойца»,«Запасной игрок»
9,"Ремейком какого фильма является фильм Брэда Силберлинга ""Город ангелов""?","""Небо над Берлином""","""Светлый ангел""","""Почти ангел""","""Майкл"""
