,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Куда садятся хоккеисты, получившие штраф во время игры?",на скамейку,на диван,на гауптвахту,в лужу
1,Как греки сами называют свою страну?,Эллада,Паллала,Колхида,Илиада
2,Как называется фильм режиссёра Никиты Михалкова?,"""Родня""","""Династия""","""Клан""","""Семья"""
3,Героини какой пьесы А. П. Чехова беспрестанно хотели в Москву?,«Три сестры»,«Дядя Ваня»,«Иванов»,«Вишнёвый сад».
4,Какой отравляющий газ применили немецкие войска в ходе Первой мировой войны 22.04.1915 у реки Ипр?,Хлор,Иприт,Зарин,Хлорпикрин
5,Что регулирует продолговатый мозг?,Все перечисленное,Дыхание,Сердечную деятельность,Пищеварение
6,Чему посвящены строки В. Брюсова: «Мой верный друг! Мой друг коварный! Мой царь! Мой раб!... »?,Родному языку,Сновидению,Своему таланту,Времени
7,Во времена какого римского императора жил Святой Георгий Победоносец?,Диоклетиан,Константин,Веспасиан,Траян
8,Сборная какой из перечисленных стран не завоевала ни одной золотой медали на Олимпийских играх 2016 года?,Израиль,Таджикистан,Иордания,КНДР
9,"Какой британский актер в 12 лет выбросил подаренный ему Пикассо листок с нарисованным голубем мира со словами: «Это показывает, что вы не Пикассо, это не голубь»?",Брайан Блессид,Джон Лейтон,Эрик Айдл,Том Уиздом
