,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется справочное издание рекламного характера?,проспект,тупик,автобан,авеню
1,Какое из этих божеств принадлежало к древнеегипетскому пантеону?,Тот,Ашшур,Фрейя,Пача Камак
2,Кто из персонажей романа Ивана Тургенева «Отцы и дети» вызвал на дуэль Евгения Базарова?,Павел Кирсанов,Виктор Ситников,Матвей Колязин,Сергей Локтев
3,Какие астрономические объекты распушают хвост по мере приближения к солнцу?,Кометы,Планеты,Метеориты,Астероиды
4,Какое растение на Руси называли «свадебным деревом»?,Калина,Боярышник,Сирень,Черемуха
5,Как называется фильм о советско-американской операции по спасению трёх серых китов из ледяного заточения у берегов Аляски в 1988 году?,"""Все любят китов""","""В сердце моря""","""Тайна китов""","""Смерть среди айсбергов"""
6,"Из чего сделана подставка статуэтки премии ""Оскар""?",из чёрного мрамора,из зелёного малахита,из красного гранита,из белого оникса
7,"В какой стране в 2012 году прошёл первый чемпионат мира по футгольфу — виду спорта, объединяющему признаки гольфа и футбола?",Венгрия,Новая Зеландия,Аргентина,Объединённые Арабские Эмираты
8,Какой город Калининградской области до 1947 года назывался Хайлигенбайль?,Мамоново,Ладушкин,Приморск,Светлый
9,"Какой системы каналов, пронизывающих тела губок, не существует?",декстрон,аскон,лейкон,сикон
