,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое из этих животных может, как люди, стоять на голове?",Слон,Бегемот,Жираф,Носорог
1,Что из этого требует доказательства?,Теорема,Аксиома,Постулат,Догма
2,Какой станции метро нет в Москве?,«Софийская»,«Римская»,«Пражская»,«Варшавская»
3,К какому виду продуктовых изделий относится зельц?,Колбасные,Хлебобулочные,Кондитерские,Кисломолочные
4,"В каком жанре Эльдар Рязанов снял фильм ""Невероятные приключения итальянцев в России""?",Буффонада,Комедия,Приключенческий фильм,Драма
5,"Как назывался первый в социалистической Польше независимый профсоюз, во главе которого стоял будущий президент Лех Валенса?","""Солидарность""","""Свободная Польша""","""Сопротивление""","""Единение"""
6,В каком голландском городе находится Домик Петра I?,Заандам,Амстердам,Волендам,Роттердам
7,"В «Золотом теленке» «пикейные жилеты», обсуждая, что Ганди приехал в Данди, спорили, может ли город быть головой. Где находится город Данди?",Индия,Пакистан,Бангладеш,Великобритания
8,Кто первым доказал периодичность появления комет?,Галлей,Галилей,Кеплер,Коперник
9,Как не называли Египет в древности?,Сехемхет,Та-мери,Та-кемет,Муцур
