,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Куда сначала надо смотреть, переходя дорогу в России, если нет светофора?",Налево,Вниз,Назад,Направо
1,Какой из этих видов искусств не относится к изобразительному?,Арxитектура,Графика,Скульптура,Живопись
2,"Что предлагал вешать на ""сухую штукатурку"" герой Вицина в известной комедии Л.Гайдая?",Коврик,Полку,Одежду,Полотенце
3,К какому типу музыкальных инструментов относятся перкуссии?,ударные,клавишные,струнные,духовые
4,"Как заканчивается напутствие Иисуса Христа ученикам: «Будьте мудры, как змеи, и просты...»?",Как голуби,Как правда,Как бедняки,Как я
5,"Какое слово произошло от латинского ""правитель""?",Губернатор,Президент,Депутат,Делегат
6,Какой орден Российской Федерации имеет орденскую цепь?,"""Святого апостола Андрея Первозванного""","""За заслуги перед Отечеством""","""Александра Невского""","""Святого Георгия"""
7,Какая из этих фигуристок не является чемпионкой мира?,Клаудиа Кристофич-Биндер,Дениз Бильманн,Мидори Ито,Катарина Витт
8,Какой остров является крупнейшим речным в Европе?,"Житный остров, Дунай, Словакия","Хортица, Днепр, Украина","Сарпинский, Волга, Россия","Альтена, Рейн, Нидерланды"
9,"Кто является единственным игроком в мире, побеждавшим на Олимпийских играх и в классическом, и в пляжном волейболе?",Карч Кирай,Сержио Сантос,Константин Рева,Томаш Вуйтович
