,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из этого является названием сигарет?,Пётр I,Святополк Окаянный,Иван Грозный,Ярослав Мудрый
1,В какой стране состоялась встреча Михаила Горбачева и Рональда Рейгана в октябре 1986 года?,Исландия,Швейцария,Финляндия,Кипр
2,Как назывался высший государственный орган в России до революции?,Сенат,Дума,Совет,Палата
3,Какое звание имеет полицейский Нэш Бриджес из одноимённого сериала?,Лейтенант,Детектив,Сержант,Комиссар
4,Какое минимальное количество республик входило в состав СССР?,4,10,7,3
5,Какой орган или ткань лидирует по объёму кровотока?,печень,скелетная мускулатура,кости,щитовидная железа
6,Какой из этих островов больше?,Мадагаскар,Баффинова Земля,Виктория,Суматра
7,Как еще биологи называют сине-зеленые водоросли?,Цианобактерии,Эвгленовые,Ламинария,Диатомовые водоросли
8,Какая этническая группа в Болгарии является второй по численности после болгар?,турки,румыны,украинцы,цыгане
9,"К какому отряду относится пират-окунь, единственный вид рыб, у которого доказано явление ""химического камуфляжа""?",Перкопсообразные,Окунеобразные,Ошибнеобразные,Стефанобериксообразные
