,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как в сказке Ш. Перро заканчивается фраза Красной Шапочки: ""Бабушка, почему у тебя...""?",Большие зубы,Большие планы,Большие претензии,Маленькая пенсия
1,Что означает украинское слово «хмарочос»?,Небоскреб,Грабли,Бродячая собака,Расческа
2,"Кто автор строк: «Но наш король — лукавый сир затеял рыцарский турнир, я ненавижу всех известных королей!»?",Владимир Высоцкий,Юрий Визбор,Булат Окуджава,Александр Галич
3,В какой столице находится мавзолей Хо Ши Мина?,Ханой,Пекин,Пхеньян,Анкара
4,Какое из этих произведений написал не Н. В. Гоголь?,"""Выстрел""","""Коляска""","""Портрет""","""Нос"""
5,"Какое место заняла Россия в списке Форбс, содержащем страны, имеющие наибольшее число долларовых миллиардеров по данным на 2014 год?",3 место,6 место,1 место,9 место
6,Какой тип новообразования образуется из соединительной ткани?,Саркома,Кондилома,Карцинома,Дермоид
7,Какая из этих звукозаписей не упоминается в книге «100 магнитоальбомов советского рока» Александра Кушнира?,«Птица счастья» (Александр Градский),«Пионерская зорька» (Александр Лаэртский),«Вечный пост» (Александр Башлачёв),«Путешествие в рок-н-ролл» (Юрий Лоза   «Примус»)
8,Какой показатель для воды при 20°С равен 81?,Диэлектрическая проницаемость,Коэффициент теплового расширения,Модуль Юнга,Показатель преломления
9,В сперматозоиде человека имеется уникальная структура — митохондрион. Какое число митохондрий входят в это образование?,28,Более 1000,1,46
