,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Командованием какими войсками слишком увлекся Семен Михайлович Буденный?,Кавалерия,Авиация,Пехота,Артиллерия
1,Какие деревья изображены на картине И. И. Шишкина «Корабельная роща»?,Сосны,Пихты,Ели,Кедры
2,Что из перечисленного является девизом ВДВ?,Никто кроме нас,Небо - это все,Мы за ВДВ,За Родину
3,Кто из этих великих композиторов родился раньше?,Бах,Гайдн,Бетховен,Моцарт
4,В каком году прошёл второй Парад Победы ?,В 1965 ,В 1950 ,В 1970,В 1985
5,Какую территорию в Норвегии называют Свальбард?,Шпицберген,Исландия,Южная Италия с Сицилией,Фарерские острова
6,Какой архитектор построил Успенский собор в Московском Кремле?,А. Фьораванти,В. Растрелли,Д. Трезини,А. Монферран
7,На флаге какого из этих государств отсутствует черный цвет?,Руанда,Эстония,Южный Судан,Танзания
8,"Какой английский футбольный клуб называют ""дачниками""?",Фулхэм,Болтон,Эвертон,Астон Вилла
9,Кем не был Уинстон Черчилль?,Герцогом Мальборо,Масоном,Нобелевским лауреатом,Левшой
