,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"О каком времени года Юрий Шевчук писал, что это небо, это ветер, это камни?",осень,лето,весна,зима
1,"Сколько в мире ""цветных"" морей?",4,3,5,2
2,Какой из этих романов написал Александр Беляев?,"""Остров погибших кораблей""","""Остров пингвинов""","""Остров доктора Моро""","""Таинственный остров"""
3,"Где находится частный музей «Гранд Макет Россия», самый большой макет нашей страны?",Санкт-Петербург,Москва,Калининград,Владивосток
4,"Что, по одной из версий, символизируют пять красных шаров на гербе рода Медичи?",Пилюли,Капли крови,Планеты,Виноград
5,Какой русский писатель пропагандирует в своих книгах концепцию горнозаводской цивилизации Урала?,Алексей Иванов,Евгений Водолазкин,Леонид Юзефович,Михаил Шишкин
6,Какой фильм режиссёра Георгия Данелии можно рассматривать как современное прочтение сказки Ганса Христиана Андерсена «Снежная королева»?,"""Слёзы капали""","""Совсем пропащий""","""Настя""","""Орёл и решка"""
7,Кем приходилась Тутанхамону Нефертити?,Тещей,Матерью,Женой,Сестрой
8,Кто из чемпионов Высшей лиги КВН в составе команды «МаксимуМ» был принят в 2014 году в труппу МХТ имени А. П. Чехова?,Андрей Бурковский,Сергей Гореликов,Михаил Башкатов,Константин Маласаев
9,Флотом какой страны командовал Джузеппе Гарибальди во время своего пребывания в Южной Америке?,Уругвай,Аргентина,Бразилия,Парагвай
