,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой праздник проходит в Москве в сентябре?,День города,Проводы лета,День мэра,День урожая
1,Какая песня была написана специально к закрытию московской Олимпиады?,"""До свидания, Москва!""","""До свидания, москвичи!""","""До свидания, города и хаты...""","""До свидания, лето!"""
2,Что является одной из причин полярного сияния?,Магнитные поля Земли,Притяжение Луны,Загрязнения,Фосфорецирующие насекомые
3,"Что делают волны с ветром, если верить названию повести Стругацких?",Гасят,Зажигают,Раздувают,Приветствуют
4,Какое растение у древних ацтеков символизировало мужские яички?,Авокадо,Какао-бобы,Помидоры,Маис
5,"Кого в мультфильме ""Вольт"" озвучивал Леонид Барац?",Хомяка Рино,Злодея Калико,Агента,Пса Вольта
6,Какая страна считает себя родиной картофеля фри?,Бельгия,Перу,США,Китай
7,Кто из перечисленных знаменитостей не совершал каминг-аута?,Футболист Филипп Лам,Музыкант Дэвид Боуи,Актёр Алексей Панин,Теннисистка Мартина Навратилова
8,"Какой аргентинский фильм 2009 года получил премии ""Юг"" (Аргентина), ""Гойя"" (Испания) и ""Оскар"" (США)?","""Тайна в его глазах""","""Мир крановщика""","""Девять королев""","""Официальная версия"""
9,"Кто поднял восстание ""людей в белых одеждах"" в VIII веке?",Муканна,Спитамен,Бабек,Абу-Муслим
