,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что навешивают на гриф штанги?,блины,караваи,ватрушки,оладьи
1,"Сколько дверей, не считая багажника, у автомобиля с классическим кузовом купе?",2,3,4,5
2,Что держит в поднятой руке Пётр I на монументе работы Зураба Церетели?,свиток,подзорную трубу,флаг,крест
3,Какой из этих городов расположен НЕ на побережье Чёрного моря?,Кутаиси,Гагра,Пицунда,Сухуми
4,Какая буква завершает греческий алфавит?,омега,ипсилон,йота,пси
5,Где наименование столицы не совпадает с названием государства?,Кения,Сингапур,Алжир,Тунис
6,Какая буква чаще других встречается в русском языке?,О,Т,П,А
7,Начало какого из этих календарей приходится на 5508 год до н. э.?,Византийский,Китайский,Древнегреческий,Древнеиндийский
8,Кто был капитаном баскетбольной сборной СССР в историческом финальном матче Олимпиады 1972 года?,Модестас Паулаускас,Зураб Саканделидзе,Сергей Белов,Иван Едешко
9,"В соавторстве с каким французским драматургом Дюма работал над ""Тремя мушкетерами""?",Огюст Маке,Огюст Барбье,Виктор Гюго,Теодор де Банвиль
