,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На какой срок собирался уехать в Комарово герой известной песни?,Неделька,Денёк,Месячишко,Годик
1,Какая фраза стала визитной карточкой Джеймса Бонда?,Бонд Джеймс Бонд,Джеймс. Уже Бонд,Бонд. Просто Бонд,"Хелло, Джимми"
2,Какого динозавра учёные назвали царём среди себе подобных?,тираннозавра,плезиозавра,карнозавра,стегозавра
3,К какому семейству жуков относится колорадский жук?,Листоеды,Долгоносики,Вертячки,Дровосеки
4,"Что в механических шахматных часах даёт понять, что время игрока истекло?",упавший флажок,остановившаяся стрелка,звуковой сигнал,мигающая лампочка
5,За достижения в какой науке Эрнест Резерфорд получил Нобелевскую премию?,химия,медицина,экономика,физика
6,Кому в Москве НЕ установлен памятник?,Артуру Конан Дойлу,Мигелю де Сервантесу,Шота Руставели,Рабиндранату Тагору
7,Какая фигуристка является рекордсменкой по победам в чемпионатах Европы?,Ирина Слуцкая,Катарина Витт,Сурия Бонали,Беатрис Шуба
8,"Отношением к чему, по словам Макарова, героя романа М. Горького «Жизнь Клима Самгина», определяется высота культуры?",К женщине,К знанию,К деньгам,К слабому
9,Какой тренер привел сборную Бразилии по футболу к первому чемпионству?,Висенте Феола,Жоао Салданья,Марио Загалло,Айморе Морейра
