,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая кислота находится у нас в желудке?,Соляная кислота,Лимонная кислота,Уксусная кислота,Серная кислота
1,Сколько километров составляет миллион миллиметров?,1,100,10,1000
2,"Как одним словом назвать такие программы, как Miranda и Trillian?",Интернет-пейджеры,Интернет-браузеры,Торрент-клиенты,Антивирусы
3,Какое насекомое начинает свою жизнь не как гусеница?,Стрекоза,Моль,Бабочка,Мотылек
4,Каким было настоящее имя Нины из драмы Лермонтова «Маскарад»?,Настасья Павловна,Нина,Марья Петровна,Екатерина
5,Какое из этих красных грузинских вин - сухое?,"""Мукузани""","""Киндзмараули""","""Ахашени""","""Хванчкара"""
6,Как называется скоростной спуск с гор на изобретенных в Швейцарии санях без рулевого управления?,Скелетон,Тобогган,Сноу-багги,Бобслей
7,Из чего в 2012 году была построена копия Эйфелевой башни в Ментоне (Франция)?,Из лимонов и апельсинов,Из арбузов и дынь,Из яблок и айвы,Из помидоров и баклажанов
8,По какому произведению Антуана де Сент-Экзюпери композитор Луиджи Даллапиккола создал оперу?,«Ночной полёт»,«Маленький принц»,«Южный почтовый»,«Планета людей»
9,В каком отделе позвоночника находится аксис?,Шейный,Грудной,Крестцовый,Поясничный
