,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое имя и у актёра по фамилии Круз, и у кота из мультфильма?",Том,Арнольд,Дмитрий,Джек
1,Что традиционно едят американцы в День благодарения?,Индейку,Пулярку,Гуся,Карпа
2,Что в военном деле обозначает термин «превентивный удар»?,Упреждающий,Лобовой,Фланговый,Оборонительный
3,"Название какой плавильной печи для переработки в сталь чугуна и лома произошло от имени французского инженера, создавшего первую печь такого образца?",Мартен,Горн,Домна,Вагранка
4,Как назывался третий сборник стихов Марины Цветаевой?,"""Из двух книг""","""Из трех книг""","""Из семи книг""","""Из пяти книг"""
5,Кого использует бог Брахма как средство передвижения?,Лебедя,Слона,Орла,Быка
6,"Какой российский император сказал: ""Во всем свете у России только два верных союзника — наша армия и флот""?",Александр III,Пётр I,Александр I,Александр II
7,Образ какого известного датчанина был воплощён Олегом Табаковым в спектакле «Копенгаген» Миндаугаса Карбаускиса?,Нильса Бора,Ганса Христиана Андерсена,Сёрена Кьеркегора,Арне Якобсена
8,Как психологи называют форму общения ребенка до 6 месяцев?,Ситуативно-личностная,Внеситуативно-личностная,Внеситуативно-познавательная,Ситуативно-деловая
9,Как называются современные потомки первых русских колонизаторов Сибири?,Старожилы,Кержаки,Самоходы,Переселенцы
