,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие спортсмены НЕ используют капу?,волейболисты,боксёры,хоккеисты,регбисты
1,Какие животные в книге Киплинга приняли в свою семью малыша Маугли?,Волки,Пантеры,Медведи,Слоны
2,Что необходимо кондитеру для приготовления нуги?,орехи,чернослив,укроп,кофейные зёрна
3,Какой город является столицей Японии?,Токио,Иокогама,Киото,Саппоро
4,Сколько талисманов было у Олимпиады-80?,2,1,3,4
5,В какой стране река Рейн впадает в Северное море?,в Нидерландах,во Франции,в Германии,в Швейцарии
6,Сколько слов в полном названии сказки Пушкина о царе Салтане?,19,4,10,13
7,Какова ширина железнодорожной колеи в России?,1520 мм,1676 мм,1530 мм,1435 мм
8,"Как называлась трясина, по которой Шерлок Холмс преследовал Степлтона и где жила Собака Баскервилей?",Гримпенская,Йоркширская,Сандерлендская,Честерская
9,На борту какого корабля Наполеон сдался англичанам?,«Беллерофон»,«Джей-Мария»,«Джустиниан»,«Конституция»
