,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чего не собирались просить герои сказки у волшебника изумрудного города?,Богатство,Храбрость,Сердце,Мозги
1,Какая сказка Пушкина начинается с числительного?,«Сказка о царе Салтане»,«Сказка о попе и работнике его Балде»,«Сказка о золотом петушке»,«Сказка о рыбаке и рыбке»
2,Единственного казненного короля Англии звали...,Карл,Георг,Яков,Эдуард
3,"Что такое ""му"" в Индии?",Единица расстояния,Название вида строений,Молитва,Обращение к отцу
4,Какая из империй занимала самую большую в мировой истории территорию?,Монгольская,Наполеона,Римская,Ацтекская
5,"Какой из этих поэтов имеет в своём архиве стихотворение, не содержащее ни одного глагола?",А.А.Фет,С.А.Есенин,В.И.Брюсов,А.А.Блок
6,Представители какой нации основали первую письменную цивилизацию Мессопотамии?,Шумеры,Амореи,Халдеи,Аккадцы
7,Как называется основная денежная единица Марокко?,Дирхам,Риал,Риял,Динар
8,В каком слове была допущена ошибка в титрах фильма «Ирония судьбы»?,Исключительно,Однозначно,Только,Эксклюзивно
9,В честь какого географического объекта супруги Киплинг назвали сына Редьярдом?,Озеро,Река,Гора,Город
