,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто прилетел на известной картине Саврасова?,Грачи,Орлы,Журавли,Скворцы
1,Под каким названием более известны инфразвуковые волны микробаромы?,«Голос моря»,«Вопль реки»,«Звук океана»,«Крик озера»
2,"К кому обращается в своей песне Булат Окуджава, сообщая, что век недолог?",К кавалергардам,К уланам,К гренадерам,К юнкерам
3,Где функция котангенса имеет точки разрыва?,180°,45°,90°,270°
4,Какой адмирал одержал победу в Синопском сражении?,П. С. Нахимов,В. И. Истомин,М. П. Лазарев,В. А. Корнилов
5," Кто автор книги ""Пушкин в жизни""?", В.Вересаев, Л.Андреев, И.Бунин, Б.Зайцев
6,"Как заканчивается высказывание великой Коко Шанель: «Ничто так не старит женщину, как ...»?",Слишком богатый костюм,Молодой любовник,Золотые украшения,Яркий макияж
7,"Какой из Александровых написал музыку, которая теперь является гимном России?",Александр Васильевич,Григорий Васильевич,Анатолий Николаевич,Борис Александрович
8,"Какой писатель не использовал в своих произведениях образ Эжена Франсуа Видока — преступника, ставшего знаменитым сыщиком?",Александр Дюма,Оноре де Бальзак,Эмиль Габорио,Виктор Гюго
9,"Какая птица послужила прототипом дорожного бегуна, которого пытался поймать койот, персонаж серии мультфильмов кинокомпании Warner Bros.?",Кукушка,Страус,Тинаму,Эпиорнис
