,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как назывался главный хит группы «Ласковый май»?,«Белые розы»,«Оранжевый галстук»,«Желтые ботинки»,«Синий туман»
1,Что такое угги?,сапоги,туфли,варежки,носки
2,Какая редчайшая фамилия была у «королевы бензоколонки» из одноименного фильма?,Добрыйвечер,Спокойнойночи,Сновымгодом,Приятногоаппетита
3,В какой поэме Гомер рассказывает о троянском коне?,в «Одиссее»,в «Илиаде»,в обеих,ни в одной
4,Какой архитектурный стиль родился при Наполеоне I как символ господства Франции над миром?,Ампир,Модерн,Готика,Барокко
5,Когда отмечают День конфедерации в Швейцарии?,1 августа,14 сентября,27 ноября,7 апреля
6,Сколько детей было у Анны Карениной?,2,1,Ни одного,3
7,Какое изображение принято считать первой цветной фотографией?,Ленточка из шотландки,Композиция с георгинами,Птицы,Вид Ажена
8,Какой из этих минералов используют в производстве алюминия?,нефелин,тодорокит,лабунцовит,карнотит
9,"У этой болезни много названий: финикийская болезнь, скорбная болезнь, крымка, ленивая смерть. Какая это болезнь?",Проказа,Сибирская язва,Тиф,Чума
