,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какого цвета диагональный крест на военно-морском флаге России?,Голубой,Зеленый,Красный,Фиолетовый
1,Как называется пурпурная мантия монархов?,Порфира,Накидка,Мундир,Халат
2,Какой из городов Украины не носит название «город-герой»?,Харьков,Керчь,Севастополь,Одесса
3,"Какое имя у императора, который сейчас правит Японией?",Акихито,Хирохито,Иосихито,Мицухито
4,Какая улица есть в Москве?,Чугунные ворота,Кремлевские ворота,Старые ворота,Южные ворота
5,"Как называлась серебряная русская монета достоинством в 10 копеек, выпущенная в 1701 году?",Гривенник,Грошевик,Гривенный,Грош
6,В каком фильме Ингмара Бергмана одну из главных ролей исполнила Ингрид Бергман?,«Осенняя соната»,«Улыбки летней ночи»,«Персона»,«Стыд»
7,Где находится итальянский город Леньяно?,Ломбардии,Лигурии,Пьемонте,Трентино-Альто-Адидже
8,"Как звали художника — героя повести Дж. Б. Пристли, которому удалось жениться на прекрасной принцессе?",Сэм Пенти,Том Дикси,Гарри Тренти,Билл Квинси
9,"Как назывался ""доисторический"" совместный альбом Бориса Гребенщикова и Майка Науменко, записанный в 1978 году?","""Все братья — сёстры""","""Притчи графа Диффузора""","""С той стороны зеркального стекла""","""Искушение святого Аквариума"""
