,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называются плоды хлопка?,коробочки,мешочки,шкатулочки,ящички
1,"Какая примета, не сулящая ничего хорошего, пока ещё не вошла в наш обиход?",Доллар упал Вашингтоном книзу,Чёрная кошка перебежала дорогу,Прохожий с пустым ведром,Разбилось зеркало
2,Какой главный город австрийской федеральной земли Тироль?,Инсбрук,Вёргль,Рейтте,Куфштайн
3,Кто из этих скульпторов — автор памятника мушкетерам в Кондоме?,Церетели,Рукавишников,Опекушин,Дронов
4,Какой язык в Китае считается вымершим?,Чжурчжэньский,Мяо-яо,Путунхуа,Буи
5,Женская сборная какой страны была чемпионом Европы по футболу два раза?,Норвегия,Швеция,Англия,Германия
6,Почему Марлон Брандо не явился на церемонию вручения второго «Оскара»?,В знак солидарности с индейцами,Из-за болезни,Попал в аварию,Был против политики Никсона
7,Кто был министром иностранных дел СССР с 1949 по 1953 годы?,А. Я. Вышинский,С. А. Лозовский,В. М. Молотов,Д. Т. Шепилов
8,"Согласно Жан-Полю Сартру, «Есть два рода бедняков: те, кто бедствует со всеми вместе, и те, кто бедствует в одиночку. Лишь первые — подлинные бедняки». Вторые — ?","Богачи, которым не повезло",Прекрасно обошлись бы без других бедняков,Молчаливые сообщники богачей,"Одиноки, как все богачи"
9,Полосы какого цвета не найти на флаге испанского автономного сообщества Риоха?,Синего,Жёлтого,Белого,Зелёного
