,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется известная психологическая игра?,"""Мафия""","""Рэкет""","""Бандитизм""","""Якудза"""
1,В каком из этих видов спорта высота сетки для соревнований мужчин и женщин отличается?,Волейбол,Большой теннис,Настольный теннис,Бадминтон
2,Каких лошадей называли заводными?,Запасных,Резвых,Механических,Необъезженных
3,"Как звали ""мою прекрасную"" няню в оригинальном американском проекте?",Фрэн,Джейн,СиСи,Мэнди
4,"Какой артист сыграл роль Чекана в телесериале ""Ликвидация""?",Константин Лавроненко,Алексей Сирин,Борис Каморзин,Федор Добронравов
5,Сколько оленей везут сани Санта-Клауса?,9,6,12,4
6,Шерсть какого из этих животных может иметь зеленоватый цвет из-за обитающих там сине-зелёных водорослей?,Ленивец,Выдра,Окапи,Калан
7,Какой из этих национальных парков находится в Перу?,Ману,Игуасу,Эверглейдс,Гранд-Каньон
8,"На набережной какого скандинавского города установлен памятник таксе, которая во время волнений на море начинает вилять хвостом?",Тромсё,Ольборг,Мальмё,Гётеборг
9,Флаг какого города Московской области внесён в Государственный геральдический регистр под регистрационным номером 666?,Протвино,Звенигород,Воскресенск,Коломна
